,Title,Published_date,Views,Likes,Favorite,Month
285,Conversion of Non Conservative Form to Conservative Form Part 2 by Mr. P Venkata Mahesh,2022-04-30,12,0,0,Apr
286,Conversion of Non Conservative Form to Conservative Form by Mr. P Venkata Mahesh,2022-04-30,15,0,0,Apr
287,Wind Energy by Dr. V Chandra Jagan Mohan,2022-04-30,17,0,0,Apr
288,Importance of Soft Skills for Engineering Students by Ms. S Veena,2022-04-30,16,1,0,Apr
289,How to Draft a Patent Application for Filing by Mr. B Satyanarayana,2022-04-30,14,1,0,Apr
290,Corrosion Types and Factors Effecting Corrosion & Cathodic Protection by Dr. R Srinivasan,2022-04-30,33,2,0,Apr
291,Innovation – Ref to Industry by Mr. T Sivarama Prasad,2022-04-30,8,0,0,Apr
292,Corrosion Introduction & Mechanism of Chemical and Electrochemical Corrosion by Dr. R Srinivasan,2022-04-30,56,4,0,Apr
293,Data Marts by Ms. Priyanka Gupta,2022-04-29,37,4,0,Apr
294,Introduction to Email Writing (Formal and Informal Writing) by Ms. S Veena,2022-04-29,16,0,0,Apr
295,Water Technology – Estimation Hardness of Water – Part II by Dr. Susmitha Thota,2022-04-29,29,0,0,Apr
296,Multistage GraphForward Approach by Prof. M Venkata Rao,2022-04-29,7,0,0,Apr
297,"Landing Systems, Landing Gear and Brake Management System by Dr. Yagya Dutta Dwivedhi",2022-04-29,11,1,0,Apr
298,Methods for Improving String Efficiency and Testing of Insulators by Mr. P Mabu Hussain,2022-04-29,12,1,0,Apr
299,Writing and Significance of Report Writing by Ms. S Veena,2022-04-29,13,0,0,Apr
300,Introduction About Routing Algorithms by Ms. K Naveena,2022-04-29,6,0,0,Apr
301,Introduction to Network Layer by Ms. K Naveena,2022-04-29,1,0,0,Apr
302,Introduction to Formal Letters by Ms. S Veena,2022-04-29,9,1,0,Apr
303,Input Output Organization and Memory Organization   Definition and Terminology by Dr. B J D Kalyani,2022-04-29,4,0,0,Apr
304,Cost Concepts by Dr. S Siva Sankara Rao,2022-04-28,122,16,0,Apr
305,Pattern Allowances by Dr. N Venkatachalapathi,2022-04-28,59,9,0,Apr
306,Segmentation by Mr. Muniraju Naidu Vadlamudi,2022-04-28,7,0,0,Apr
307,FET Amplifiers - Question Bank Discussion by Mr. B Naresh,2022-04-28,5,0,0,Apr
308,Difference Between Operational Database Systems and Datawarehouses by Ms. Priyanka Gupta,2022-04-28,18,1,0,Apr
309,How to File a Patent for an Invention by Mr. B Satyanarayana,2022-04-28,3,0,0,Apr
310,0/1Knapsack Using Branch and Bound by Prof. M Venkata Rao,2022-04-28,7,0,0,Apr
311,Innovation - The Beginning by Mr. T Sivarama Prasad,2022-04-28,1,0,0,Apr
312,Steps Involved in Making a Casting by Dr. N Venkatachalapathi,2022-04-28,19,4,0,Apr
313,Voltage Distribution a Across String of Insulators and String Efficiency by Mr. P Mabu Hussain,2022-04-28,3,0,0,Apr
314,Components of Pneumatic Systems by Dr. Yagya Dutta Dwivedhi,2022-04-28,2,0,0,Apr
315,Transistor Current Components and Relation among Current Gains by Mr.B Naresh,2022-04-28,4,0,0,Apr
316,"Electrode Potential , Nernst Equation for a Cell Reaction by Ms. B Sravanthi",2022-04-28,71,7,0,Apr
317,Problems on Current Gain of Transistor Configurations and Current Components by Mr. B Naresh,2022-04-28,3,0,0,Apr
318,Hydraulic Fluids and Properties by Dr. Yagya Dutta Dwivedhi,2022-04-27,13,1,0,Apr
319,Energy Equation by Mr. P Venkata Mahesh,2022-04-27,7,0,0,Apr
320,Pneumatic Systems and its Advantages by Dr. Yagya Dutta Dwivedhi,2022-04-27,2,0,0,Apr
321,The Momentum Equation by Mr. P Venkata Mahesh,2022-04-27,9,0,0,Apr
322,"Working Principle of Pneumatic Systems,Air Pressure, Brake and Pneumatic by Dr. Yagya Dutta Dwivedhi",2022-04-27,10,0,0,Apr
323,Cache Memory by Dr. B J D Kalyani,2022-04-27,8,1,0,Apr
324,Types of Overhead Line Insulators Types of Supports by Mr. P Mabu Hussain,2022-04-26,12,1,0,Apr
325,Reading for information Transfer By Ms. S  Veena,2022-04-26,18,1,0,Apr
326,Introduction to Informal Letters by Ms. S Veena,2022-04-26,25,2,0,Apr
327,Principle Components and Types of Aircraft Hydraulic System by Dr. Yagya Dutta Dwivedhi,2022-04-26,15,0,0,Apr
328,Bipolar Junction TransistorBJT - Question Bank Discussion by Mr. B Naresh,2022-04-26,5,0,0,Apr
329,Writing Introduction and Conclusion by Ms. S Veena,2022-04-26,14,1,0,Apr
330,Junction Field Effect Transistor - Question Bank Discussion by Mr. B Naresh,2022-04-26,5,0,0,Apr
331,Transistor Biasing and Stabilization - Question Bank Discussion by Mr. B Naresh,2022-04-26,7,1,0,Apr
332,Problems on CD and CG FET Amplifier Analysis by Mr. B Naresh,2022-04-25,18,0,0,Apr
333,Course Description on OBE for Data by Ms. Priyanka Gupta,2022-04-25,40,1,0,Apr
334,Velocity Analysis by Instantaneous Center Method part-2 by Dr. K Viswanath Allamraju,2022-04-25,20,0,0,Apr
335,Array With N Isotropic Point Sources of Equal Amplitude and Spacing by Dr. V Kishen Ajay Kumar,2022-04-25,17,0,0,Apr
336,Design Thinking by Mr. B Satyanarayana,2022-04-25,4,0,0,Apr
337,Joins in DBMS by Mr. Y Manohar Reddy,2022-04-25,3,1,0,Apr
338,Multiplication Pattern & Linear Array With N Isotropic Point Sources  by Dr. V Kishen Ajay Kumar,2022-04-25,9,0,0,Apr
339,CPU and Computer Arithmetic - Definitions and Terminology by Dr. B J D Kalyani,2022-04-25,10,1,0,Apr
340,Potentiometry by Dr. VNSR Venkateswara Rao,2022-04-24,18,0,0,Apr
341,"Hydraulic Systems - Functions, Merits, Applications and Requirements by Dr. Yagya Dutta Dwivedhi",2022-04-24,29,1,0,Apr
342,Hydraulic System - Basics by Dr. Yagya Dutta Dwivedhi,2022-04-24,5,0,0,Apr
343,Relational Algebra Operations in DBMS by Mr. Y Manohar Reddy,2022-04-24,6,1,0,Apr
344,Water Demand - II by Mr. M Madhusudhan Reddy,2022-04-24,11,1,0,Apr
345,DML and TCL Queries in DBMS by Mr. Y Manohar Reddy,2022-04-24,6,1,0,Apr
346,Forms and Patterns of Missing Data by Dr. M Lakshmi Prasad,2022-04-23,13,0,0,Apr
347,FET Amplifiers - Definitions and Terminology by Mr. B Naresh,2022-04-23,11,0,0,Apr
348,Diode Applications - Question Bank Discussion by Mr. B Naresh,2022-04-23,1,0,0,Apr
349,Different Types of Reading Comprehension by Ms. S Veena,2022-04-23,9,1,0,Apr
350,Ideal Turbofan Engine Cycle Analysis by Dr. K Maruthupandiyan,2022-04-23,56,1,0,Apr
351,Structure of the Page Table by Mr. Muniraju Naidu Vadlamudi,2022-04-23,10,1,0,Apr
352,Paging by Mr. Muniraju Naidu Vadlamudi,2022-04-23,5,1,0,Apr
353,Transistor Biasing and Stabilization - Definitions and Terminology by Mr. B Naresh,2022-04-23,5,0,0,Apr
354,How to Read your Text book More Efficiently by Ms. S Veena,2022-04-23,24,2,0,Apr
355,Junction Field Effect Transistor - Definitions and Terminology by Mr. B Naresh,2022-04-23,7,0,0,Apr
356,Secondary Batteries – Lead Acid and Lithium ion Batteries by Dr. R Srinivasan,2022-04-22,89,5,0,Apr
357,Types of Missing Data by Dr. M Lakshmi Prasad,2022-04-22,12,0,0,Apr
358,AMCAT Quant Paper - II by Mr. M Sambaraj,2022-04-22,10,0,0,Apr
359,Types of OLAP Servers by Ms. Priyanka Gupta,2022-04-22,15,1,0,Apr
360,Magneto Statics - Definition and Terminology by Dr. Sayanti Chatterjee,2022-04-22,11,0,0,Apr
361,Problems on Conductors and Dielectrics by Dr. Sayanti Chatterjee,2022-04-22,10,0,0,Apr
362,Outcome Based Education OBE by Ms. S Veena,2022-04-22,30,2,0,Apr
363,Significance of Articles and Their Usage by Ms. S Veena,2022-04-22,16,2,0,Apr
364,Sentence Structure by Ms. S Veena,2022-04-22,21,2,0,Apr
365,The Concept of Word Formation by Ms. S Veena,2022-04-22,32,6,0,Apr
366,Introduction to Data Link Layer Protocols by Ms. K Naveena,2022-04-21,24,0,0,Apr
367,Velocity Analysis by Instantaneous Center Method by Dr. K Viswanath Allamraju,2022-04-21,20,4,0,Apr
368,Associative Memory and Virtual Memory by Dr. BJD Kalyani,2022-04-21,7,2,0,Apr
369,Bipolar Junction Transistor - Definitions and Terminology by Mr. B Naresh,2022-04-21,10,0,0,Apr
370,Diode Applications - Definitions and Terminology by Mr. B Naresh,2022-04-21,4,0,0,Apr
371,Developing Public Speaking Skills by Ms. S Veena,2022-04-21,31,2,0,Apr
372,Switching Functions – Canonical and Standard Form by Ms. V Bindusree,2022-04-21,10,2,0,Apr
373,Introduction to Wireless Communications and Networks by Mr. A Prashanth,2022-04-20,30,2,0,Apr
374,OLAP Servers by Ms. Priyanka Gupta,2022-04-20,16,1,0,Apr
375,Silent Features of using Frequency reuse by Mr. A Prashanth,2022-04-20,5,0,0,Apr
376,Addressing Missing Data in Analysis Stage by Dr. M Lakshmi Prasad,2022-04-20,23,0,0,Apr
377,Continuity Equation by Mr. P Venkata Mahesh,2022-04-20,26,0,0,Apr
378,Divergence of Velocity  It’s Physical Meaning  by Mr. P Venkata Mahesh,2022-04-20,29,2,0,Apr
379,AMCAT Quant Paper - 1 by Mr  M Sambaraj,2022-04-19,28,2,0,Apr
380,Auxiliary Memory by Dr. BJD Kalyani,2022-04-19,11,1,0,Apr
381,Water Demand 1 by Mr. M Madhusudhan Reddy,2022-04-19,17,0,0,Apr
382,Conductors and Dielectrics by Dr. Sayanti Chatterjee,2022-04-19,12,0,0,Apr
383,Oral Presentation with PowerPoint by Ms. S Veena,2022-04-19,29,2,0,Apr
384,Problems on Zener diode regulator by Mr. B Naresh,2022-04-19,6,0,0,Apr
385,Ideal Cycle Analysis of Turbo Jet Engine Dr. K Maruthupandiyan,2022-04-19,46,3,0,Apr
386,Oxygen and Anti icing System of Aircraft by Dr. YD Dwivedhi,2022-04-18,34,1,0,Apr
387,Icing and De icing System by Dr. YD Dwivedhi,2022-04-18,6,0,0,Apr
388,Process Synchronization by Mr. V Muniraju Naidu,2022-04-18,9,0,0,Apr
389,Memory Management and Virtual Memory by Mr. V Muniraju Naidu,2022-04-18,11,0,0,Apr
390,Classical Problems of Synchronization by Mr. V Muniraju Naidu,2022-04-18,3,0,0,Apr
391,Innovation of Train   18 by Mr. B Satyanarayana,2022-04-18,21,1,0,Apr
392,Introduction to Speaking Skills by Ms. S Veena,2022-04-17,47,2,0,Apr
393,Soft Skills vs Hard Skills by Ms. S Veena,2022-04-17,44,3,0,Apr
394,Significance of Listening Skills by Ms. S Veena,2022-04-17,24,2,0,Apr
395,Conformal Mapping and Mobius Transformation by Ms. P Naga Lakshmi Devi,2022-04-17,18,0,0,Apr
396,Compression Molding by Dr. N Venkatachalapathi,2022-04-17,64,8,0,Apr
397,Linear Programming by Prof. M Venkata Rao,2022-04-17,13,0,0,Apr
398,Classification of Titrimetric Reactions by Dr. VNSR Venkateswara Rao,2022-04-17,6,0,0,Apr
399,Quantitative Analysis by Dr. VNSR Venkateswara Rao,2022-04-17,8,0,0,Apr
400,Sequential Circuits Fundamentals Discussion on Tutorial Question Bank by Ms. S Swathi,2022-04-16,18,0,0,Apr
401,Techniques for Writing Precisely by Ms. S Veena,2022-04-16,43,6,0,Apr
402,Introduction to Communication Skills and Communication Process by Ms. S Veena,2022-04-16,41,5,0,Apr
403,"Zener diode characteristics, Voltage regulator by Mr. B Naresh",2022-04-16,10,0,0,Apr
404,Organizing Principles Of a Paragraph In Document and Types of Paragraph by Ms. S Veena,2022-04-16,28,1,0,Apr
405,Course Description On Outcome Based Education by Ms. Swathi,2022-04-16,14,1,0,Apr
406,Transistor Biasing and Stabilization by Mr. B Naresh,2022-04-14,39,1,0,Apr
407,Rectifiers with Capacitive Filter by Mr. B Naresh,2022-04-14,8,0,0,Apr
408,Number Systems Discussion on Tutorial Question Bank by Ms. S Swathi,2022-04-14,12,0,0,Apr
409,Electro Chemical Cell by Ms. B Sravanthi,2022-04-14,236,14,0,Apr
410,"Introduction, Significance and Effectiveness of Writing Skills by Ms. S Veena",2022-04-14,69,7,0,Apr
411,Minimization of Boolean Function Discussion on Tutorial Question Bank by Ms. S Swathi,2022-04-14,20,2,0,Apr
412,Travelling Salesman Problem using Dynamic Programming by Prof. M Venkata Rao,2022-04-13,21,1,0,Apr
413,Techniques of Reading Skill   Pare   II by Ms. S Veena,2022-04-13,68,4,0,Apr
414,Problems on CC Transistor Amplifier Analysis by Mr. B Naresh,2022-04-13,4,0,0,Apr
415,Population Forecasts II by Mr. M Madhusudhan Reddy,2022-04-13,13,0,0,Apr
416,English Language and Communication Lab Viva Voce Frequently Asked Questions by Mr. P Sunil Solomon,2022-04-13,755,28,0,Apr
417,Data Mining Systems by Ms. Priyanka Gupta,2022-04-13,10,1,0,Apr
418,Cryptarithmetic by Mr. M Sambaraj,2022-04-13,7,1,0,Apr
419,Techniques of Reading Skill by Ms. S Veena,2022-04-12,146,15,0,Apr
420,Data Mining Functionalities by Ms. Priyanka Gupta,2022-04-12,28,1,0,Apr
421,Organization of Computer - Definitions and Terminology by Dr. B J D Kalyani,2022-04-12,9,1,0,Apr
422,Models of Flow & Substantial Derivative by Mr. P Venkata Mahesh,2022-04-12,42,0,0,Apr
423,Ratio and Proportion by Mr. M Sambaraj,2022-04-12,18,0,0,Apr
424,Water Technology – Hardness of Water – Part - I by Dr. Susmitha Thota,2022-04-12,63,2,0,Apr
425,Introduction and Significance of Reading Skill by Dr. S Veena,2022-04-11,147,19,0,Apr
426,Probability by Mr. M Sambaraj,2022-04-11,10,1,0,Apr
427,Data Warehouse Implementation by Ms. Priyanka Gupta,2022-04-11,29,2,0,Apr
428,Logical Deductions - I by Mr. M Sambaraj,2022-04-11,18,1,0,Apr
429,"Realization Structures of Digital Filters – Direct Form I, Direct Form II by Ms. S Sushma",2022-04-11,31,2,0,Apr
430,"Air Cycle Systems : Basic, Vapor, Boot Strap, Evaporative Vapor by Dr. Yagya Dutta Dwivedhi",2022-04-11,10,0,0,Apr
431,CPU Scheduling by Mr. Muniraju Naidu Vadlamudi,2022-04-11,8,0,0,Apr
432,"CPU Scheduling  FCFS, SJF, Priority, Round Robin by Mr. V Muniraju Naidu",2022-04-10,36,2,0,Apr
433,Population Forecasts I by Mr. M Madhusudhan Reddy,2022-04-10,22,1,0,Apr
434,Key Constraints in DBMS by Mr. Y Manohar Reddy,2022-04-10,14,1,0,Apr
435,"Ion Selective Electrodes & Primary, Secondary Batteries by Dr. R Srinivasan",2022-04-10,120,5,0,Apr
436,Acid Properties In DBMS by Mr. Y Manohar Reddy,2022-04-10,8,1,0,Apr
437,DDL Queries by Mr. Y Manohar Reddy,2022-04-10,7,0,0,Apr
438,Electrodes – Different Types by Dr. R Srinivasan,2022-04-10,74,3,0,Apr
439,PN Junction Diode - Discussion on Tutorial Question Bank by Ms. S Swathi,2022-04-10,32,3,0,Apr
440,Importance of Waste Management by Dr. V Anitha Rani,2022-04-09,96,2,0,Apr
441,Data Warehouse Architecture by Ms. Priyanka Gupta,2022-04-09,22,2,0,Apr
442,Milne Thomson Method and Complex Potential Function by Ms. P Nagalakshmi Devi,2022-04-09,11,0,0,Apr
443,Bipolar Junction Transistor - Discussion on Tutorial Question Bank by Ms. S Swathi,2022-04-09,8,0,0,Apr
444,Process Concepts by Mr. Muniraju Naidu Vadlamudi,2022-04-09,10,0,0,Apr
445,Population Forecasts by Mr. M Madhusudhan Reddy,2022-04-09,16,0,0,Apr
446,Protected Water Supply and Water Uses by Mr. M Madhusudhan Reddy,2022-04-09,18,0,0,Apr
447,"Water Quality, Demand and Supply by Mr. M Madhusudhan Reddy",2022-04-09,17,1,0,Apr
448,Problems on CS FET Amplifier  Analysis by Mr. B Naresh,2022-04-09,8,1,0,Apr
449,single phase half wave controlled rectifier with RL Load by Dr. G Ranjith Kumar,2022-04-08,21,0,0,Apr
450,AI & ML Technical Association | Soul of AI & ML (SAM) | IARE,2022-04-07,581,21,0,Apr
451,Milne   Thomson Method by Ms. P Nagalakshmi Devi,2022-04-06,21,0,0,Apr
452,Non deterministic Finite Automata by Ms. V Divyavani,2022-04-06,21,2,0,Apr
453,Time Domain Analysis of Discrete Time Systems by Ms. S Sushma,2022-04-06,38,3,0,Apr
454,Schemas of a Multidimensional Data Model by Ms. Priyanka Gupta,2022-04-06,27,1,0,Apr
455,"Dipole, Current Density and Capacitance - Definition and Terminology by Dr. Sayanti Chatterjee",2022-04-06,13,0,0,Apr
456,Database Languages by Mr. Y Manohar Reddy,2022-04-06,3,0,0,Apr
457,Main Memory by Dr. BJD kalyani,2022-04-06,11,1,0,Apr
458,Concept of ER Model by Mr. Y Manohar Reddy,2022-04-06,9,2,0,Apr
459,Basics Concepts of Manufacturing Processes by Dr. N Venkatachalapathi,2022-04-06,25,0,0,Apr
460,Sequential Circuits Fundamentals - Definitions and Terminology by Ms. S Swathi,2022-04-05,13,0,0,Apr
461,"Hamming Distance, Cycle Codes by Ms. K Naveena",2022-04-05,10,0,0,Apr
462,Operations on Multidimensional Data Model by Ms. Priyanka Gupta,2022-04-05,11,0,0,Apr
463,Active and Passive Voice Important Rules and Examples by Ms. PB Esther Rani,2022-04-05,41,1,0,Apr
464,Introduction to Missing Data by Dr. M Lakshmi Prasad,2022-04-05,6,0,0,Apr
465,Minimization of Boolean Functions Definitions and Terminology by Ms. S Swathi,2022-04-05,5,1,0,Apr
466,Velocity and Acceleration Analysis of Double Slider Crank Mechanism by Dr. K Viswanath Allamraju,2022-04-05,16,1,0,Apr
467,Number Systems - Definitions and Terminology by Ms. S Swathi,2022-04-05,13,1,0,Apr
468,Introduction to Computer Organization - Definitions and Terminology by Dr. B J D Kalyani,2022-04-05,53,2,0,Apr
469,View of Data (Levels of Abstraction) by Mr. Y Manohar Reddy,2022-04-05,5,1,0,Apr
470,Over Lap Add Method by Ms. S Sushma,2022-04-04,43,2,0,Apr
471,Construction of Analytic Function Whose Real or Imaginary Part is Known by Ms. P Nagalakshmi Devi,2022-04-04,13,0,0,Apr
472,Differential Amplifier Mr. J Siva Ramakrishna,2022-04-04,12,0,0,Apr
473,Velocity & Acceleration Analysis of Slider Crank Mechanism by Dr. K Viswanath Allamraju,2022-04-04,25,1,0,Apr
474,Velocity & Acceleration Analysis of Four Bar Chain by Dr. K Viswanath Allamraju,2022-04-04,29,2,0,Apr
475,PN Junction Diode - Definitions and Terminology by Ms. S Swathi,2022-04-04,4,1,0,Apr
476,Bipolar Junction Transistor - Definitions and Terminology by Ms. S Swathi,2022-04-04,12,2,0,Apr
477,Binary Division Algorithm by Dr. B J D Kalyani,2022-04-04,7,1,0,Apr
478,Data Warehouse and its Core Components by Ms. Priyanka Gupta,2022-04-04,21,4,0,Apr
479,"Two Point Sources with Equal Amplitude, Opposite Phase, Multiplication by Dr. V Kishen Ajay Kumar",2022-04-04,7,0,0,Apr
480,Rubbing Velocity and Acceleration Diagram of Slider Crank Mechanism by Dr. K Viswanath Allamraju,2022-04-02,76,1,0,Apr
481,Knowledge Discovery by Ms. Priyanka Gupta,2022-04-02,52,4,0,Apr
482,Introduction to Velocity and Acceleration Analysis by Dr. K Viswanath Allamraju,2022-04-02,51,2,0,Apr
483,Introduction to Data Link Layer by Ms. K Naveena,2022-04-02,12,0,0,Apr
484,Heat Conduction Through Hollow Cylinder by Dr. K Ch Apparao,2022-04-02,16,0,0,Apr
485,Construction of Analytic Functions C R Equations by Ms. P NagaLakshmi Devi,2022-04-01,20,0,0,Apr
486,DC Characteristics of An Op Amp by Ms. KS Indrani,2022-04-01,12,0,0,Apr
487,Problems on De Multiplexer and Decoder by Ms. S Swathi,2022-04-01,13,2,0,Apr
488,Mining Text Data by Ms. Priyanka Gupta,2022-04-01,14,0,0,Apr
489,Waste and it’s Types by Dr. V Anitha Rani,2022-04-01,27,0,0,Apr
490,Filtering Long Duration  Sequences – Over Lap save Method by Ms. S Sushma,2022-04-01,22,2,0,Apr
491,Program Control Instructions by Dr. B J D Kalyani,2022-04-01,7,0,0,Apr
492,"Design Thinking – Summary, Case Study for Reference by Mr. T Sivarama Prasad",2022-03-31,20,0,0,Mar
493,Hazards and Hazard Free Relations by Ms. S Swathi,2022-03-31,8,1,0,Mar
494,Mining Time – Series Data by Ms. Priyanka Gupta,2022-03-31,44,2,0,Mar
495,Basic Concepts in Mining Data Stream by Ms. Priyanka Gupta,2022-03-31,23,1,0,Mar
496,Momentum Equation in Differential Form by Mr. Athota Rathan Babu,2022-03-31,11,0,0,Mar
497,Code Converters by Ms. S Swathi,2022-03-31,6,1,0,Mar
498,Mechanisms Discussion of Tutorial Question Bank by Dr. K Viswanath Allamraju,2022-03-31,61,3,0,Mar
499,Inversion of Four Bar Chain by Dr. K Viswanath Allamraju,2022-03-31,18,1,0,Mar
